,@ASSETID,@ASSETNAME,@LEASENAME,@STATUS,@ALARMCOLOR,@COLUMNCOUNT,@MODULENAME,@MODULEURL,@SAMPLETIME
153,12026,MP-4266,"UYEMURA 33,34-31 PFENNING 43,44-31",ACTIVE,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12026&amp;ANm=MP-4266&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12026&amp;ANm=MP-4266&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
154,3232,MP-4290,WASTE MANAGEMENT 2T-241,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3232&amp;ANm=MP-4290&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3232&amp;ANm=MP-4290&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
155,3747,MP-4313,SPAUR 10Q-321,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3747&amp;ANm=MP-4313&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=69|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3747&amp;ANm=MP-4313&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=69,12/29/1899 06:00 PM
156,3145,MP-432,WASTE MANAGEMENT 2L-441,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3145&amp;ANm=MP-432&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3145&amp;ANm=MP-432&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
157,3761,MP-4334,"ZIMMERMAN 11D, 12, 22-17 U, 17AD U",ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3761&amp;ANm=MP-4334&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3761&amp;ANm=MP-4334&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
158,12096,MP-4338,"BROWN 2G-212,2F-432,2F-412,2F-202,2E-232",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12096&amp;ANm=MP-4338&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12096&amp;ANm=MP-4338&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
159,12097,MP-4340,"SLW 24,34,44-7 SKURICH SLW7A",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12097&amp;ANm=MP-4340&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12097&amp;ANm=MP-4340&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
160,12098,MP-4341,"NATIONAL HOG FARM 13,24-9",Standby,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12098&amp;ANm=MP-4341&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12098&amp;ANm=MP-4341&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
161,12099,MP-4342,LAJCO 17R-223,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12099&amp;ANm=MP-4342&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12099&amp;ANm=MP-4342&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
162,12101,MP-4343,"ANDERSON 31,32,42-10",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12101&amp;ANm=MP-4343&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12101&amp;ANm=MP-4343&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
163,12102,MP-4344,MAGNUSON 23I-421,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12102&amp;ANm=MP-4344&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12102&amp;ANm=MP-4344&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
164,2879,MP-4345,"SIMONSEN 1Q-421, 1L-421",ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2879&amp;ANm=MP-4345&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2879&amp;ANm=MP-4345&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
165,12103,MP-4346,"COORS ENERGY WEST 25LD, 25HD &amp; 23-25D",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12103&amp;ANm=MP-4346&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12103&amp;ANm=MP-4346&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
166,12111,MP-4355,SOUTH STONEBREAKER 28V-234,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12111&amp;ANm=MP-4355&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12111&amp;ANm=MP-4355&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
167,3324,MP-4356,SOUTH STONEBREAKER 28W-304,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3324&amp;ANm=MP-4356&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3324&amp;ANm=MP-4356&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
168,12113,MP-4357,LAJCO 17R-303,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12113&amp;ANm=MP-4357&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12113&amp;ANm=MP-4357&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
169,3236,MP-4358,LAJCO 17R-243,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3236&amp;ANm=MP-4358&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3236&amp;ANm=MP-4358&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
170,12116,MP-4360,WASTE MANAGEMENT 2T-221,Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12116&amp;ANm=MP-4360&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12116&amp;ANm=MP-4360&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
171,3237,MP-4391,DAVIS PAD 9H-E266 HP#3,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3237&amp;ANm=MP-4391&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3237&amp;ANm=MP-4391&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
172,3178,MP-4392,GUTTERSEN 6R-403,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3178&amp;ANm=MP-4392&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3178&amp;ANm=MP-4392&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
173,3177,MP-4393,GUTTERSEN 6M-423,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3177&amp;ANm=MP-4393&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3177&amp;ANm=MP-4393&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
174,3218,MP-4394,WASTE MANAGEMENT 2T-301,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3218&amp;ANm=MP-4394&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3218&amp;ANm=MP-4394&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
175,3214,MP-4395,WASTE MANAGEMENT 2T-401,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3214&amp;ANm=MP-4395&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3214&amp;ANm=MP-4395&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
176,3399,MP-4401,SPAUR 10T-421,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3399&amp;ANm=MP-4401&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3399&amp;ANm=MP-4401&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
177,3155,MP-453,BECKER RANCH 5E-223,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3155&amp;ANm=MP-453&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3155&amp;ANm=MP-453&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
178,12145,MP-458,"CARMICHAEL26M-223,26R-203,26U-243",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12145&amp;ANm=MP-458&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12145&amp;ANm=MP-458&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
179,3326,MP-460,SOUTH STONEBREAKER 28V-314,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3326&amp;ANm=MP-460&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3326&amp;ANm=MP-460&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
180,12148,MP-462,"OPEL 17-2, 3, 4 &amp; 5",ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12148&amp;ANm=MP-462&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12148&amp;ANm=MP-462&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
181,2984,MP-477,"MILLER 32-1, RITEAWAY 32E-323,32J-403",ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2984&amp;ANm=MP-477&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2984&amp;ANm=MP-477&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
182,12161,MP-483,"STATE 13, 23-4",Standby,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12161&amp;ANm=MP-483&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12161&amp;ANm=MP-483&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
183,12165,MP-494,MAGNUSON 23L-201,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12165&amp;ANm=MP-494&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12165&amp;ANm=MP-494&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
184,12192,MP-513,"WELLS RANCH 11, 12, 21, 22-2",ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12192&amp;ANm=MP-513&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=69|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12192&amp;ANm=MP-513&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=69,12/29/1899 06:00 PM
185,12198,MP-518,"WELLS RANCH 33, 34, 43,44-34",Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12198&amp;ANm=MP-518&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12198&amp;ANm=MP-518&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
186,2512,MP-521,DILLARD 20Y-401,Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2512&amp;ANm=MP-521&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2512&amp;ANm=MP-521&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
187,2896,MP-522,MULTIPLE TEST LOCATIONS,Standby,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2896&amp;ANm=MP-522&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=69|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2896&amp;ANm=MP-522&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=69,12/29/1899 06:00 PM
188,3735,MP-524,"STATE 5519 8-34,43;33-8",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3735&amp;ANm=MP-524&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3735&amp;ANm=MP-524&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
189,2692,MP-542,BECKER RANCH 5M-323,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2692&amp;ANm=MP-542&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2692&amp;ANm=MP-542&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
190,3764,MP-550,CANNON FARMS 1-35 C,ACTIVE,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3764&amp;ANm=MP-550&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3764&amp;ANm=MP-550&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
191,12223,MP-557,LEFFLER 26T-421,Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12223&amp;ANm=MP-557&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12223&amp;ANm=MP-557&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
192,3759,MP-573,"HIGHPOINTE 10D; B&amp;B 10-34, 43,44",ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3759&amp;ANm=MP-573&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3759&amp;ANm=MP-573&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
193,12236,MP-575,"ANDERSON 13,14,23-34, 34B",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12236&amp;ANm=MP-575&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12236&amp;ANm=MP-575&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
194,12249,MP-595,ERICKSON 34-4,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12249&amp;ANm=MP-595&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12249&amp;ANm=MP-595&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
195,12258,MP-608,HEINZ 44-29,Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12258&amp;ANm=MP-608&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12258&amp;ANm=MP-608&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
196,12267,MP-625,"COORS ENERGY EAST 33,43,44",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12267&amp;ANm=MP-625&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12267&amp;ANm=MP-625&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
197,12281,MP-635,"ROTH 13,14,23,24-29U; 29BU",ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12281&amp;ANm=MP-635&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12281&amp;ANm=MP-635&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
198,12360,MP-690,"CECIL 31, 41-2",Released,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12360&amp;ANm=MP-690&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12360&amp;ANm=MP-690&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
199,12362,MP-692,LAJCO 17R-403,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12362&amp;ANm=MP-692&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12362&amp;ANm=MP-692&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
200,12364,MP-694,"WIEDEMAN 24, 34, 44-21U, 21B; 21-2",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12364&amp;ANm=MP-694&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12364&amp;ANm=MP-694&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
201,12375,MP-714,"GUTTERSEN 13, 14, 23, 24-29U &amp; 29BU &amp;29P",Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12375&amp;ANm=MP-714&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12375&amp;ANm=MP-714&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
202,3325,MP-744,SOUTH STONEBREAKER 28V-404,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3325&amp;ANm=MP-744&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3325&amp;ANm=MP-744&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
203,12393,MP-748,SPAUR 10I-321,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12393&amp;ANm=MP-748&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=69|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12393&amp;ANm=MP-748&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=69,12/29/1899 06:00 PM
204,2886,MP-762,"GOLD 11-9DU, 9ADU &amp; GREAT WESTERN SUGAR2",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2886&amp;ANm=MP-762&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2886&amp;ANm=MP-762&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
